Storages,Nodes,Discharge efficiency,Charge efficiency,Maximum state of charge,Minimum state of charge,Investment cost,Maximum capacity,Storage duration,Lifetime,Discount rate,O&M
Pumped_Hydro,1,0.8,0.8,1,0.1,100000, 58, 10, 50, 0.06,150

